Basis of record	Data origin	Institution	Catalogue number	Scientific name	Latitude	Longitude	Country	Department/State/Province	Municipality	Site	Observation	References
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 7230753	"Caluromys derbianus (Waterhouse, 1841)"	6.2114479	-77.3324425	Colombia	Chocó	Bahía Solano			https://www.inaturalist.org/observations/7230753
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 13137063	"Caluromys derbianus (Waterhouse, 1841)"	7.835740572	-77.11795808	Colombia	Chocó	Riosucio			https://www.inaturalist.org/observations/13137063
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 17868684	"Caluromys derbianus (Waterhouse, 1841)"	8.450209379	-76.78982465	Colombia	Antioquia	Necoclí			https://www.inaturalist.org/observations/17868684
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 18526242	"Caluromys derbianus (Waterhouse, 1841)"	5.227096792	-75.8144604	Colombia	Risaralda	Belén de Umbría			https://www.inaturalist.org/observations/18526242
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 20968897	"Caluromys derbianus (Waterhouse, 1841)"	8.135692	-76.713184	Colombia	Antioquia	Turbo			https://www.inaturalist.org/observations/20968897
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 42294170	"Caluromys derbianus (Waterhouse, 1841)"	3.835618913	-76.8986686	Colombia	Valle del Cauca	Buenaventura			https://www.inaturalist.org/observations/42294170
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 64770544	"Caluromys derbianus (Waterhouse, 1841)"	7.257018861	-76.44320268	Colombia	Antioquia	Mutatá			https://www.inaturalist.org/observations/64770544
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 85135690	"Caluromys derbianus (Waterhouse, 1841)"	6.437586979	-75.5494437	Colombia	Antioquia	San Pedro de los Milagros			https://www.inaturalist.org/observations/85135690
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 100621474	"Caluromys derbianus (Waterhouse, 1841)"	6.535184571	-75.73199826	Colombia	Antioquia	Sopetrán			https://www.inaturalist.org/observations/100621474
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 104816515	"Caluromys derbianus (Waterhouse, 1841)"	4.706476015	-75.54275773	Colombia	Risaralda	Pereira			https://www.inaturalist.org/observations/104816515
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 106095945	"Caluromys derbianus (Waterhouse, 1841)"	4.728533745	-75.57726288	Colombia	Risaralda	Pereira			https://www.inaturalist.org/observations/106095945
PHOTOGRAPHY	Citizen science			"Caluromys derbianus (Waterhouse, 1841)"	1.549634	-78.699268	Colombia	Nariño	Tumaco	Agrosavia Del Mira		Chelito_sol
PRESERVED_SPECIMEN	Literature	Colección de Mamíferos de la Universidad del Quindío	CMUQ 1280	"Caluromys derbianus (Waterhouse, 1841)"	4.3458	-75.701	Colombia	Quindio	Pijao		Electrocutaded	Bastidas-Domíngue et al. (2021)
PHOTOGRAPHY	Literature			"Caluromys derbianus (Waterhouse, 1841)"	4.3844	-75.7152	Colombia	Quindio	Cordoba			Bastidas-Domíngue et al. (2021)
PHOTOGRAPHY	Citizen science			"Caluromys derbianus (Waterhouse, 1841)"	9.012701	-76.262944	Colombia	Córdoba	Puerto Escondido			Javier Cordero
HUMAN_OBSERVATION	Database	Fundación Ecológica Fenicia Defensa Natural	FEDENA:Mamiferos:Mamiferos-22	"Caluromys derbianus (Waterhouse, 1841)"	4.086247	-76.382782	Colombia	Valle del Cauca	Riofrío	"San Pablo, Reserva Natural de la Sociedad Civil Los Naranjos"		GBIF.org
HUMAN_OBSERVATION	Database	Fundación Ecológica Fenicia Defensa Natural	FEDENA:Mamiferos:Mamiferos-3	"Caluromys derbianus (Waterhouse, 1841)"	4.084229	-76.39735	Colombia	Valle del Cauca	Riofrío	"La Italia, Reserva Natural de la Sociedad Civil  La Esperancita"		GBIF.org
HUMAN_OBSERVATION	Database	Fundación Ecológica Fenicia Defensa Natural	FEDENA:Mamiferos:Mamiferos-60	"Caluromys derbianus (Waterhouse, 1841)"	4.121359	-76.435459	Colombia	Valle del Cauca	Riofrío	"Cristalina Alta, Reserva Natural de la Sociedad Civil La Esmeralda"		GBIF.org
HUMAN_OBSERVATION	Database	Fundación Ecológica Fenicia Defensa Natural	FEDENA:Mamiferos:Mamiferos-79	"Caluromys derbianus (Waterhouse, 1841)"	4.130926	-76.422501	Colombia	Valle del Cauca	Riofrío	"Cristalina Alta, Reserva Natural de la Sociedad Civil Las Palmas"		GBIF.org
HUMAN_OBSERVATION	Database	Fundación Ecológica Fenicia Defensa Natural	FEDENA:Mamiferos:Mamiferos-41	"Caluromys derbianus (Waterhouse, 1841)"	4.08799	-76.382263	Colombia	Valle del Cauca	Riofrío	"San Pablo, Reserva Natural de la Sociedad Civil Los Guaduales"		GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 109196597	"Caluromys derbianus (Waterhouse, 1841)"	18.799623	-96.952484	México	Veracruz	Ixtaczoquitlán			https://www.inaturalist.org/observations/109196597
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 108694341	"Caluromys derbianus (Waterhouse, 1841)"	18.32541	-89.87064	México	Campeche	Champotón			https://www.inaturalist.org/observations/108694341
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 108508451	"Caluromys derbianus (Waterhouse, 1841)"	10.431245	-84.004836	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/108508451
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 107870374	"Caluromys derbianus (Waterhouse, 1841)"	10.465167	-84.747553	Costa Rica	Alajuela	San Carlos			https://www.inaturalist.org/observations/107870374
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 107839053	"Caluromys derbianus (Waterhouse, 1841)"	9.392308	-84.136988	Costa Rica	Puntarenas	Aguirre			https://www.inaturalist.org/observations/107839053
HUMAN_OBSERVATION	Citizen science	Observation.org	"OBS.217123685, OBS.174848198"	"Caluromys derbianus (Waterhouse, 1841)"	9.266486	-83.881155	Costa Rica		Aguirre			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 108284428	"Caluromys derbianus (Waterhouse, 1841)"	17.176079	-91.343269	Guatemala	Petén	La Libertad			https://www.inaturalist.org/observations/108284428
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 108016435	"Caluromys derbianus (Waterhouse, 1841)"	9.070977	-79.481983	Panamá	Panamá	San Miguelito			https://www.inaturalist.org/observations/108016435
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 106985814	"Caluromys derbianus (Waterhouse, 1841)"	10.546618	-83.504398	Costa Rica	Limón	Pococí			https://www.inaturalist.org/observations/106985814
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 107641869	"Caluromys derbianus (Waterhouse, 1841)"	8.21819	-82.274624	Panamá	Chiriquí	San Lorenzo			https://www.inaturalist.org/observations/107641869
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 105885326	"Caluromys derbianus (Waterhouse, 1841)"	8.219686	-81.891619	Panamá	Chiriquí	San Félix			https://www.inaturalist.org/observations/105885326
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 105328902	"Caluromys derbianus (Waterhouse, 1841)"	10.429265	-84.005802	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/105328902
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 105326276	"Caluromys derbianus (Waterhouse, 1841)"	10.431049	-84.006805	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/105326276
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 94512330	"Caluromys derbianus (Waterhouse, 1841)"	10.431304	-84.005176	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/94512330
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 105031857	"Caluromys derbianus (Waterhouse, 1841)"	9.255487	-82.145286	Panamá	Bocas del Toro	Bocas del Toro			https://www.inaturalist.org/observations/105031857
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 102715469	"Caluromys derbianus (Waterhouse, 1841)"	8.612893	-80.13896	Panamá	Coclé	Antón			https://www.inaturalist.org/observations/102715469
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 102797808	"Caluromys derbianus (Waterhouse, 1841)"	11.943734	-86.042934	Nicaragua	Masaya	Masaya			https://www.inaturalist.org/observations/102797808
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 102601314	"Caluromys derbianus (Waterhouse, 1841)"	8.828706	-82.864463	Panamá	Chiriquí	Renacimiento			https://www.inaturalist.org/observations/102601314
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 12795873	"Caluromys derbianus (Waterhouse, 1841)"	14.666141	-88.646074	Honduras	Lempira	Las Flores			https://www.inaturalist.org/observations/12795873
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 102181003	"Caluromys derbianus (Waterhouse, 1841)"	8.516076	-83.312856	Costa Rica	Puntarenas	Golfito			https://www.inaturalist.org/observations/102181003
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 101656810	"Caluromys derbianus (Waterhouse, 1841)"	11.938639	-86.050922	Nicaragua	Masaya	Masaya			https://www.inaturalist.org/observations/101656810
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 101580236	"Caluromys derbianus (Waterhouse, 1841)"	9.254435	-82.144955	Panamá	Bocas del Toro	Bocas del Toro			https://www.inaturalist.org/observations/101580236
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 101876967	"Caluromys derbianus (Waterhouse, 1841)"	11.935792	-86.053829	Nicaragua	Masaya	Masaya			https://www.inaturalist.org/observations/101876967
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 100824949	"Caluromys derbianus (Waterhouse, 1841)"	9.077489	-79.651907	Panamá	Panamá	Panamá			https://www.inaturalist.org/observations/100824949
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 99910465	"Caluromys derbianus (Waterhouse, 1841)"	10.996853	-84.95158	Nicaragua	Río San Juan	San Carlos			https://www.inaturalist.org/observations/99910465
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 99376518	"Caluromys derbianus (Waterhouse, 1841)"	18.809589	-96.929596	México	Veracruz	Ixtaczoquitlán			https://www.inaturalist.org/observations/99376518
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 98902747	"Caluromys derbianus (Waterhouse, 1841)"	8.40705	-83.30895	Costa Rica	Puntarenas	Golfito			https://www.inaturalist.org/observations/98902747
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 99512376	"Caluromys derbianus (Waterhouse, 1841)"	-3.653932	-79.768204	Ecuador	El Oro	Piñas			https://www.inaturalist.org/observations/99512376
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 98298481	"Caluromys derbianus (Waterhouse, 1841)"	15.667797	-88.13309	Honduras	Cortés	Omoa			https://www.inaturalist.org/observations/98298481
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 171561	"Caluromys derbianus (Waterhouse, 1841)"	10.316833	-84.80833	Costa Rica	Puntarenas	Puntarenas			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 91627755	"Caluromys derbianus (Waterhouse, 1841)"	8.680167	-83.546121	Costa Rica	Puntarenas	Osa			https://www.inaturalist.org/observations/91627755
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 90839689	"Caluromys derbianus (Waterhouse, 1841)"	-0.588843	-79.366966	Ecuador	Los Rios	Buena Fé			https://www.inaturalist.org/observations/90839689
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 88084388	"Caluromys derbianus (Waterhouse, 1841)"	10.328512	-84.838372	Costa Rica	Puntarenas	Puntarenas			https://www.inaturalist.org/observations/88084388
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 86932069	"Caluromys derbianus (Waterhouse, 1841)"	8.572385	-82.714495	Panamá	Chiriquí	Bugaba			https://www.inaturalist.org/observations/86932069
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 86959216	"Caluromys derbianus (Waterhouse, 1841)"	8.440858	-83.435215	Costa Rica	Puntarenas	Golfito			https://www.inaturalist.org/observations/86959216
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 83182396	"Caluromys derbianus (Waterhouse, 1841)"	8.620383	-82.815586	Panamá	Chiriquí	Renacimiento			https://www.inaturalist.org/observations/83182396
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 83672992	"Caluromys derbianus (Waterhouse, 1841)"	13.966557	-86.255954	Honduras	El Paraíso	Danlí			https://www.inaturalist.org/observations/83672992
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 81269139	"Caluromys derbianus (Waterhouse, 1841)"	10.265687	-85.762763	Costa Rica	Guanacaste	Santa Cruz			https://www.inaturalist.org/observations/81269139
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 82254484	"Caluromys derbianus (Waterhouse, 1841)"	10.748369	-84.917497	Costa Rica	Alajuela	Guatuso			https://www.inaturalist.org/observations/82254484
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 80844682	"Caluromys derbianus (Waterhouse, 1841)"	15.561077	-88.297421	Honduras	Cortés	San Pedro Sula			https://www.inaturalist.org/observations/80844682
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 81723618	"Caluromys derbianus (Waterhouse, 1841)"	10.9313	-83.726152	Nicaragua	Atlántico Sur	Bluefields			https://www.inaturalist.org/observations/81723618
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 80183388	"Caluromys derbianus (Waterhouse, 1841)"	8.611142	-80.106895	Panamá	Coclé	Antón			https://www.inaturalist.org/observations/80183388
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 79505384	"Caluromys derbianus (Waterhouse, 1841)"	11.109845	-85.76532	Nicaragua	Rivas	Tola			https://www.inaturalist.org/observations/79505384
HUMAN_OBSERVATION	Citizen science	iNaturalist	"iNaturalist 71109373, 36765945"	"Caluromys derbianus (Waterhouse, 1841)"	17.223847	-89.612606	Guatemala	Petén	Flores			https://www.inaturalist.org/observations/71109373
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 75965600	"Caluromys derbianus (Waterhouse, 1841)"	15.378391	-88.181365	Honduras	Cortés	San Pedro Sula			https://www.inaturalist.org/observations/75965600
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 77493601	"Caluromys derbianus (Waterhouse, 1841)"	14.441872	-87.621158	Honduras	Comayagua	Comayagua			https://www.inaturalist.org/observations/77493601
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 76814801	"Caluromys derbianus (Waterhouse, 1841)"	9.54004	-82.587762	Panamá	Bocas del Toro	Changuinola			https://www.inaturalist.org/observations/76814801
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 69983441	"Caluromys derbianus (Waterhouse, 1841)"	8.525251	-82.422248	Panamá	Chiriquí	Dolega			https://www.inaturalist.org/observations/69983441
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 73584570	"Caluromys derbianus (Waterhouse, 1841)"	11.99203	-86.322682	Nicaragua	Managua	Managua			https://www.inaturalist.org/observations/73584570
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 71852179	"Caluromys derbianus (Waterhouse, 1841)"	10.43143	-84.005272	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/71852179
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 72390058	"Caluromys derbianus (Waterhouse, 1841)"	11.905342	-86.183176	Nicaragua	Masaya	Masatepe			https://www.inaturalist.org/observations/72390058
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 72525421	"Caluromys derbianus (Waterhouse, 1841)"	11.905238	-86.183021	Nicaragua	Masaya	Masatepe			https://www.inaturalist.org/observations/72525421
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 70947378	"Caluromys derbianus (Waterhouse, 1841)"	15.219108	-87.481619	Honduras	Yoro	Yoro			https://www.inaturalist.org/observations/70947378
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 68385732	"Caluromys derbianus (Waterhouse, 1841)"	-0.858535	-80.190836	Ecuador	Manabi	Bolívar			https://www.inaturalist.org/observations/68385732
PRESERVED_SPECIMEN	Database	New York State Museum (NYSM)	NYSM 15212	"Caluromys derbianus (Waterhouse, 1841)"	9.156101	-79.848821	Panamá	Panamá	La Chorrera			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 67027336	"Caluromys derbianus (Waterhouse, 1841)"	9.95704	-85.13729	Costa Rica	Puntarenas	Puntarenas			https://www.inaturalist.org/observations/67027336
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 66596647	"Caluromys derbianus (Waterhouse, 1841)"	10.245292	-85.556708	Costa Rica	Guanacaste	Santa Cruz			https://www.inaturalist.org/observations/66596647
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 66529794	"Caluromys derbianus (Waterhouse, 1841)"	8.811885	-82.961299	Costa Rica	Puntarenas	Coto Brus			https://www.inaturalist.org/observations/66529794
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 65452313	"Caluromys derbianus (Waterhouse, 1841)"	10.772927	-84.903142	Costa Rica	Alajuela	Guatuso			https://www.inaturalist.org/observations/65452313
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 66278441	"Caluromys derbianus (Waterhouse, 1841)"	10.759781	-84.825736	Costa Rica	Alajuela	Guatuso			https://www.inaturalist.org/observations/66278441
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 65988615	"Caluromys derbianus (Waterhouse, 1841)"	11.863085	-86.212094	Nicaragua	Carazo	Jinotepe			https://www.inaturalist.org/observations/65988615
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 65311722	"Caluromys derbianus (Waterhouse, 1841)"	10.627017	-85.67755	Costa Rica	Guanacaste	Liberia			https://www.inaturalist.org/observations/65311722
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 65117943	"Caluromys derbianus (Waterhouse, 1841)"	15.507756	-88.055159	Honduras	Cortés	San Pedro Sula			https://www.inaturalist.org/observations/65117943
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 65439130	"Caluromys derbianus (Waterhouse, 1841)"	11.891778	-86.061035	Nicaragua	Masaya	San Juan de Oriente			https://www.inaturalist.org/observations/65439130
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 51374185	"Caluromys derbianus (Waterhouse, 1841)"	9.320153	-79.142528	Panamá	Panamá	Chepo			https://www.inaturalist.org/observations/51374185
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 63339549	"Caluromys derbianus (Waterhouse, 1841)"	0.090266	-78.737272	Ecuador	Pichincha	Quito			https://www.inaturalist.org/observations/63339549
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 63408647	"Caluromys derbianus (Waterhouse, 1841)"	0.824406	-78.341477	Ecuador	Carchi	Mira			https://www.inaturalist.org/observations/63408647
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 63148148	"Caluromys derbianus (Waterhouse, 1841)"	14.947738	-88.047625	Honduras	Santa Bárbara	Santa Bárbara			https://www.inaturalist.org/observations/63148148
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 62250622	"Caluromys derbianus (Waterhouse, 1841)"	12.06275	-86.314394	Nicaragua	Managua	Managua			https://www.inaturalist.org/observations/62250622
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 62446635	"Caluromys derbianus (Waterhouse, 1841)"	11.902553	-86.239293	Nicaragua	Carazo	San Marcos			https://www.inaturalist.org/observations/62446635
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 60679413	"Caluromys derbianus (Waterhouse, 1841)"	9.255232	-82.145227	Panamá	Bocas del Toro	Bocas del Toro			https://www.inaturalist.org/observations/60679413
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 59808306	"Caluromys derbianus (Waterhouse, 1841)"	10.834827	-85.612414	Costa Rica	Guanacaste	Liberia			https://www.inaturalist.org/observations/59808306
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 58282763	"Caluromys derbianus (Waterhouse, 1841)"	8.588399	-83.102239	Costa Rica	Puntarenas	Golfito			https://www.inaturalist.org/observations/58282763
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 56983308	"Caluromys derbianus (Waterhouse, 1841)"	10.415826	-84.120618	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/56983308
HUMAN_OBSERVATION	Citizen science	iNaturalist	"iNaturalist 57175659, 17426118"	"Caluromys derbianus (Waterhouse, 1841)"	10.430623	-84.006971	Costa Rica	Heredia	Sarapiquí			https://www.inaturalist.org/observations/57175659
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 56474910	"Caluromys derbianus (Waterhouse, 1841)"	8.448373	-83.485459	Costa Rica	Puntarenas	Golfito			https://www.inaturalist.org/observations/56474910
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 56066409	"Caluromys derbianus (Waterhouse, 1841)"	9.403178	-83.670834	Costa Rica	San José	Pérez Zeledón			https://www.inaturalist.org/observations/56066409
HUMAN_OBSERVATION	Citizen science	Observation.org	OBS.185122199	"Caluromys derbianus (Waterhouse, 1841)"	9.38281	-84.141945	Costa Rica		Aguirre			GBIF.org
HUMAN_OBSERVATION	Citizen science	Observation.org	OBS.108055758	"Caluromys derbianus (Waterhouse, 1841)"	10.593287	-83.529852	Costa Rica		Pococí			GBIF.org
HUMAN_OBSERVATION	Citizen science	Observation.org	OBS.97479962	"Caluromys derbianus (Waterhouse, 1841)"	10.595818	-83.532084	Costa Rica		Pococí			GBIF.org
HUMAN_OBSERVATION	Citizen science	Observation.org	"OBS.73895209, OBS.73893356"	"Caluromys derbianus (Waterhouse, 1841)"	10.593121	-83.526534	Costa Rica		Pococí			GBIF.org
HUMAN_OBSERVATION	Citizen science	Observation.org	OBS.74045972	"Caluromys derbianus (Waterhouse, 1841)"	10.593269	-83.527264	Costa Rica		Pococí			GBIF.org
HUMAN_OBSERVATION	Citizen science	Observation.org	OBS.133670696	"Caluromys derbianus (Waterhouse, 1841)"	9.35166	-82.209721	Panamá		Bocas del Toro			GBIF.org
HUMAN_OBSERVATION	Citizen science	Observation.org	OBS.115640791	"Caluromys derbianus (Waterhouse, 1841)"	10.456578	-84.025206	Costa Rica		Sarapiquí			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 54213622	"Caluromys derbianus (Waterhouse, 1841)"	18.585208	-95.073824	México	Veracruz	San Andrés Tuxtla			https://www.inaturalist.org/observations/54213622
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 49529831	"Caluromys derbianus (Waterhouse, 1841)"	0.341261	-79.729156	Ecuador	Esmeraldas	Pedernales			https://www.inaturalist.org/observations/49529831
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 49908598	"Caluromys derbianus (Waterhouse, 1841)"	0.121496	-79.240469	Ecuador	Pichincha	Puerto Quito			https://www.inaturalist.org/observations/49908598
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 49081644	"Caluromys derbianus (Waterhouse, 1841)"	-0.050876	-78.744799	Ecuador	Pichincha	San Miguel de los Bancos			https://www.inaturalist.org/observations/49081644
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 49256502	"Caluromys derbianus (Waterhouse, 1841)"	11.711066	-85.955437	Nicaragua	Granada	Nandaime			https://www.inaturalist.org/observations/49256502
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 47880283	"Caluromys derbianus (Waterhouse, 1841)"	19.101468	-96.903769	México	Veracruz	Huatusco			https://www.inaturalist.org/observations/47880283
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	17.4325	-91.918333	México	Chiapas	Palenque			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	19.223889	-88.100556	México	Quintana roo	Felipe Carrillo Puerto			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.4471	-95.231364	México	Veracruz de ignacio de la llave	San Andrés Tuxtla			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM NO DISPONIBLE	"Caluromys derbianus (Waterhouse, 1841)"	16.095833	-90.968333	México	Chiapas	Ocosingo			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 5826	"Caluromys derbianus (Waterhouse, 1841)"	16.741667	-93.116667	México	Chiapas	Tuxtla Gutiérrez			GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 5828	"Caluromys derbianus (Waterhouse, 1841)"	17.172222	-92.333333	México	Chiapas	Yajalón			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 93494	"Caluromys derbianus (Waterhouse, 1841)"	17.992778	-89.536667	México	Campeche	Champotón			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	17.548333	-92.951111	México	Tabasco	Teapa			GBIF.org
OCCURRENCE	Database			"Caluromys derbianus (Waterhouse, 1841)"	20.363056	-87.332778	México	Quintana roo	Cozumel			GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 66918	"Caluromys derbianus (Waterhouse, 1841)"	17.483333	-92.045833	México	Chiapas	Palenque			GBIF.org
HUMAN_OBSERVATION	Database	Universidad Juárez Autónoma de Tabasco	UJAT NO APLICA	"Caluromys derbianus (Waterhouse, 1841)"	17.608708	-92.466675	México	Tabasco	Macuspana			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 575393	"Caluromys derbianus (Waterhouse, 1841)"	8.8989	-81.8611	Panamá	Comarca ngobe bugle	Kankintú			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 110662	"Caluromys derbianus (Waterhouse, 1841)"	12.1495	-86.167	Nicaragua	Managua	Managua			GBIF.org
PRESERVED_SPECIMEN	Database	Michigan State University Mammalogy	"MSU MR.22834-22836, 22852-22854, 23134-23138"	"Caluromys derbianus (Waterhouse, 1841)"	8.95	-79.63032	Panamá	Panama	Arraiján			GBIF.org
PRESERVED_SPECIMEN	Database	University of Nebraska State Museum Mammals Collection	UNSM 503420	"Caluromys derbianus (Waterhouse, 1841)"	9.2061	-79.8242	Panamá	Colon	Colón			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum	NHM 26535	"Caluromys derbianus (Waterhouse, 1841)"	10.6697	-85.4829	Costa Rica	Guanacaste	Liberia			GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 106529	"Caluromys derbianus (Waterhouse, 1841)"	17.20306	-89.01944	Belice	Cayo				GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 128385	"Caluromys derbianus (Waterhouse, 1841)"	10.4329	-84.0056	Costa Rica	Heredia	Sarapiquí			GBIF.org
