Basis of record	Data origin	Institution	Catalogue number	Scientific name	Latitude	Longitude	Country	Department/State/Province	Municipality	Site	Observation	References
PRESERVED_SPECIMEN	Database	"Smithsonian Institution, National Museum of Natural History"	USNM 456809	"Caluromys derbianus (Waterhouse, 1841)"	9.33	-79.95	Panamá	Canal Zone	Colón			GBIF.org
PRESERVED_SPECIMEN	Database	"Smithsonian Institution, National Museum of Natural History"	USNM 14812	"Caluromys derbianus (Waterhouse, 1841)"	8.45	-82.4333	Panamá		David			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 3895529	"Caluromys derbianus (Waterhouse, 1841)"	18.447278	-95.068622	México	Veracruz	Catemaco			https://www.inaturalist.org/observations/3895529
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 793556	"Caluromys derbianus (Waterhouse, 1841)"	10.359671	-83.394642	Costa Rica	Limón	Pococí			https://www.inaturalist.org/observations/793556
PRESERVED_SPECIMEN	Database	Royal Ontario Museum	ROM 35202	"Caluromys derbianus (Waterhouse, 1841)"	17.2	-89.016667	Belice					GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Vertebrate Zoology, University of California, Berkeley"	MVZ 84330	"Caluromys derbianus (Waterhouse, 1841)"	-1.7667	-79.1833	Ecuador	Tungurahua	San Miguel			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Vertebrate Zoology, University of California, Berkeley"	MVZ 183319-183322	"Caluromys derbianus (Waterhouse, 1841)"	8.53333	-79.85	Panamá					GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Vertebrate Zoology, University of California, Berkeley; California Academy of Sciences"	"MVZ 116808, 135231-135233, CAS 24490"	"Caluromys derbianus (Waterhouse, 1841)"	8.96667	-79.53333	Panamá	Panama	Panamá			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Southwestern Biology, Division of Mammals"	MSB 26782	"Caluromys derbianus (Waterhouse, 1841)"	10.36777739	-84.96641569	Costa Rica	Guanacaste	Abangares			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Southwestern Biology, Division of Mammals"	MSB 262757	"Caluromys derbianus (Waterhouse, 1841)"	8.326246364	-81.83424939	Panamá		San Félix			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 1942440	"Caluromys derbianus (Waterhouse, 1841)"	18.445661	-95.067265	México	Veracruz	Catemaco			https://www.inaturalist.org/observations/1942440
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25062	"Caluromys derbianus (Waterhouse, 1841)"	10.68441968	-85.44975767	Costa Rica	Guanacaste Prov	Liberia			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25155-25159	"Caluromys derbianus (Waterhouse, 1841)"	10.35110693	-85.56642964	Costa Rica	Guanacaste Prov	Santa Cruz			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	"LACM 15313, 25977"	"Caluromys derbianus (Waterhouse, 1841)"	9.73333	-82.96667	Costa Rica	Limón	Limón			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	"LACM 25282, 25392"	"Caluromys derbianus (Waterhouse, 1841)"	8.698648881	-83.48701751	Costa Rica	Puntarenas Prov	Golfito			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 23371-23372	"Caluromys derbianus (Waterhouse, 1841)"	10.7	-85.46	Costa Rica	Guanacaste Prov	Liberia			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25525	"Caluromys derbianus (Waterhouse, 1841)"	8.64249302	-82.96919537	Costa Rica	Puntarenas Prov	Corredores			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25262	"Caluromys derbianus (Waterhouse, 1841)"	10.55	-85.7167	Costa Rica	Puntarenas Prov	Carrillo			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 28700	"Caluromys derbianus (Waterhouse, 1841)"	10.41667	-85.1853	Costa Rica	Guanacaste Prov	Bagaces			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 26535	"Caluromys derbianus (Waterhouse, 1841)"	10.70608	-85.43333	Costa Rica	Guanacaste Prov	Liberia			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25590	"Caluromys derbianus (Waterhouse, 1841)"	8.644202902	-82.98152566	Costa Rica	Puntarenas Prov	Corredores			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25153	"Caluromys derbianus (Waterhouse, 1841)"	9.93333	-83.03333	Costa Rica	Limón	Limón			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25589	"Caluromys derbianus (Waterhouse, 1841)"	8.647862703	-82.98347572	Costa Rica	Puntarenas Prov	Corredores			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 24209	"Caluromys derbianus (Waterhouse, 1841)"	9.933333	-84.183334	Costa Rica	San Jose Prov	Santa Ana			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 67455	"Caluromys derbianus (Waterhouse, 1841)"	10.30111148	-84.69973932	Costa Rica	Guanacaste Prov	San Ramón			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25645	"Caluromys derbianus (Waterhouse, 1841)"	9.951450329	-84.505224	Costa Rica	Alajuela Prov	San Mateo			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 25591	"Caluromys derbianus (Waterhouse, 1841)"	8.64420291	-82.97785558	Costa Rica	Puntarenas Prov	Corredores			GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 26697	"Caluromys derbianus (Waterhouse, 1841)"	9.516667	-84.316666	Costa Rica	Puntarenas Prov	Parrita			GBIF.org
PRESERVED_SPECIMEN	Database	Michigan State University Mammalogy	MSU MR.32631	"Caluromys derbianus (Waterhouse, 1841)"	0.05	-78.233	Ecuador	Pichincha	Pedro Moncayo			GBIF.org
PRESERVED_SPECIMEN	Database	Museum of Texas Tech University	TTU 13508	"Caluromys derbianus (Waterhouse, 1841)"	11.4957	-85.830276	Nicaragua	Rivas	Buenos Aires			GBIF.org
PRESERVED_SPECIMEN	Database	Museum of Texas Tech University	TTU 12603	"Caluromys derbianus (Waterhouse, 1841)"	12.15833	-84.086922	Nicaragua	Zelaya	El Rama			GBIF.org
PRESERVED_SPECIMEN	Database	Museum of Texas Tech University	TTU 12606-12608	"Caluromys derbianus (Waterhouse, 1841)"	11.32274	-85.866669	Nicaragua	Rivas	Tola			GBIF.org
PRESERVED_SPECIMEN	Database	Museum of Texas Tech University	TTU 9344	"Caluromys derbianus (Waterhouse, 1841)"	12.12793	-86.166672	Nicaragua	Managua	Managua			GBIF.org
HUMAN_OBSERVATION	Citizen science	iNaturalist	iNaturalist 610883	"Caluromys derbianus (Waterhouse, 1841)"	10.603139	-83.533044	Costa Rica	Limón	Pococí			https://www.inaturalist.org/observations/610883
PRESERVED_SPECIMEN	Database	Moore Laboratory of Zoology	MLZ 217-217	"Caluromys derbianus (Waterhouse, 1841)"	18.678069	-96.772098	México	Veracruz	Tezonapa			GBIF.org
PRESERVED_SPECIMEN	Database	"Mammals housed at MHNG, Geneva"	MHNG-MAM-1018.048	"Caluromys derbianus (Waterhouse, 1841)"	8.5	-80.8	Panamá		Calobre			GBIF.org
PRESERVED_SPECIMEN	Database	"Mammals housed at MHNG, Geneva"	MHNG-MAM-1113.021-1113.022	"Caluromys derbianus (Waterhouse, 1841)"	-0.25473	-79.17281	Ecuador		Santo Domingo			GBIF.org
PRESERVED_SPECIMEN	Database	Ohio State University Tetrapod Division - Mammal Collection (OSUM)	OSUM Mammals 2122-2125	"Caluromys derbianus (Waterhouse, 1841)"	9.2838	-79.4753	Panamá		Panamá			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 164645	"Caluromys derbianus (Waterhouse, 1841)"	10.4319061	-84.01112357	Costa Rica	Heredia	Sarapiquí			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 164643	"Caluromys derbianus (Waterhouse, 1841)"	10.43780579	-84.00972355	Costa Rica	Heredia	Sarapiquí			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 157578-157580	"Caluromys derbianus (Waterhouse, 1841)"	10.3110377	-84.81446302	Costa Rica	Puntarenas	Puntarenas			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	"KU 114603-114605, 116700-116701"	"Caluromys derbianus (Waterhouse, 1841)"	12.12894272	-86.16644768	Nicaragua	Managua	Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 114590	"Caluromys derbianus (Waterhouse, 1841)"	12.58253058	-85.53990402	Nicaragua	Boaco	Boaco			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 114571-114589	"Caluromys derbianus (Waterhouse, 1841)"	12.67182545	-85.77992984	Nicaragua	Matagalpa	Esquipulas			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	"KU 114606-114608, 110665-110681"	"Caluromys derbianus (Waterhouse, 1841)"	11.8838652	-86.27722973	Nicaragua	Carazo	San Marcos			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 114592-114602	"Caluromys derbianus (Waterhouse, 1841)"	12.34750248	-85.6594863	Nicaragua	Boaco	San Lorenzo			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 114591	"Caluromys derbianus (Waterhouse, 1841)"	12.41675	-85.84	Nicaragua	Boaco	Teustepe			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 110682-110685	"Caluromys derbianus (Waterhouse, 1841)"	12.62015867	-85.52226369	Nicaragua	Boaco	Boaco			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 110663-110664	"Caluromys derbianus (Waterhouse, 1841)"	12.14900168	-86.16644773	Nicaragua	Managua	Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 110661	"Caluromys derbianus (Waterhouse, 1841)"	12.55070866	-87.1753623	Nicaragua	Chinandega	El Realejo			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 108164-108167	"Caluromys derbianus (Waterhouse, 1841)"	11.75659232	-86.05283419	Nicaragua	Granada	Nandaime			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 105909-105910	"Caluromys derbianus (Waterhouse, 1841)"	11.3188359	-85.70587508	Nicaragua	Rivas	Lago de Nicaragua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 105905-105907	"Caluromys derbianus (Waterhouse, 1841)"	11.81252956	-85.98092263	Nicaragua	Granada	Granada			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 105904	"Caluromys derbianus (Waterhouse, 1841)"	12.73333	-87.05	Nicaragua	Chinandega	Chinandega			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 105902-105903	"Caluromys derbianus (Waterhouse, 1841)"	12.66765312	-86.94979727	Nicaragua	Chinandega	Chichigalpa			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 105901	"Caluromys derbianus (Waterhouse, 1841)"	12.17159246	-84.31805153	Nicaragua	Zelaya	El Rama			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 104503	"Caluromys derbianus (Waterhouse, 1841)"	12.16135677	-86.28714159	Nicaragua	Managua	Lago de Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 97390	"Caluromys derbianus (Waterhouse, 1841)"	11.27712	-85.66997	Nicaragua	Rivas	Lago de Nicaragua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 97389	"Caluromys derbianus (Waterhouse, 1841)"	11.3662233	-85.76589659	Nicaragua	Rivas	Tola			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	"KU 96201-96218, 97358-97388"	"Caluromys derbianus (Waterhouse, 1841)"	12.16510084	-86.16644777	Nicaragua	Managua	Lago de Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 93192	"Caluromys derbianus (Waterhouse, 1841)"	18.0151547	-89.44125778	México	Campeche	Champotón			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 70162-70163	"Caluromys derbianus (Waterhouse, 1841)"	12.04101723	-86.18977803	Nicaragua	Masaya	Nindirí			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 70160-70161	"Caluromys derbianus (Waterhouse, 1841)"	12.07573525	-86.27317006	Nicaragua	Managua	Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 70159	"Caluromys derbianus (Waterhouse, 1841)"	12.10732352	-86.31499112	Nicaragua	Managua	Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 70158	"Caluromys derbianus (Waterhouse, 1841)"	12.117613	-86.30454089	Nicaragua	Managua	Managua			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 70157	"Caluromys derbianus (Waterhouse, 1841)"	12.86953	-85.73813	Nicaragua	Matagalpa	San Ramón			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 70156	"Caluromys derbianus (Waterhouse, 1841)"	12.92803094	-85.91711463	Nicaragua	Matagalpa	Matagalpa			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	"KU 39247, 60446-60447"	"Caluromys derbianus (Waterhouse, 1841)"	9.760971252	-84.11022438	Costa Rica	San jose	Aserrí			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 32052	"Caluromys derbianus (Waterhouse, 1841)"	17.50183302	-94.83805182	México	Veracruz	Jesús Carranza			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 26926-26927	"Caluromys derbianus (Waterhouse, 1841)"	9.86804	-83.6511	Costa Rica	Cartago	Turrialba			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	"KU 23373, 24883-24884"	"Caluromys derbianus (Waterhouse, 1841)"	17.43239242	-94.82249525	México	Veracruz	Jesús Carranza			GBIF.org
PRESERVED_SPECIMEN	Database	University of Kansas mammal collection	KU 23367-23372	"Caluromys derbianus (Waterhouse, 1841)"	18.45039761	-95.18167378	México	Veracruz	San Andrés Tuxtla			GBIF.org
PRESERVED_SPECIMEN	Database	Texas A&M University Biodiversity Research and Teaching Collections	"TCWC 48519, 18561"	"Caluromys derbianus (Waterhouse, 1841)"	15.137498	-87.155848	Honduras	Yoro	Yoro			GBIF.org
PRESERVED_SPECIMEN	Database	Texas A&M University Biodiversity Research and Teaching Collections	TCWC 18560	"Caluromys derbianus (Waterhouse, 1841)"	15.05532	-85.635763	Honduras	Olancho	Dulce Nombre de Culmí			GBIF.org
PRESERVED_SPECIMEN	Database	Texas A&M University Biodiversity Research and Teaching Collections	TCWC 18559	"Caluromys derbianus (Waterhouse, 1841)"	14.213229	-88.716667	Honduras	Santa Bárbara	Tomalá			GBIF.org
PRESERVED_SPECIMEN	Database	Texas A&M University Biodiversity Research and Teaching Collections	TCWC 10594-10595	"Caluromys derbianus (Waterhouse, 1841)"	12.710858	-86.102931	Nicaragua	Matagalpa	Ciudad Darío			GBIF.org
PRESERVED_SPECIMEN	Database	Texas A&M University Biodiversity Research and Teaching Collections	TCWC 10593	"Caluromys derbianus (Waterhouse, 1841)"	8.689107	-83.04365	Costa Rica	Puntarenas	Golfito			GBIF.org
PRESERVED_SPECIMEN	Database	Texas A&M University Biodiversity Research and Teaching Collections	TCWC 10592	"Caluromys derbianus (Waterhouse, 1841)"	8.233298	-81.805892	Panamá	Chiriquí	Remedios			GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 128385	"Caluromys derbianus (Waterhouse, 1841)"	10.43333	-84	Costa Rica	Heredia	Sarapiquí			GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 63886	"Caluromys derbianus (Waterhouse, 1841)"	17.98333	-88.466667	Belice	Toledo Dist				GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 53529	"Caluromys derbianus (Waterhouse, 1841)"	0.816667	-78.349998	Ecuador	Imbabura	Mira			GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 35167	"Caluromys derbianus (Waterhouse, 1841)"	9.933333	-84.033333	Costa Rica	San Jose	Curridabat			GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 30728-30729	"Caluromys derbianus (Waterhouse, 1841)"	9.33333	-79.916672	Panamá	vanal Zone				GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 6	"Caluromys derbianus (Waterhouse, 1841)"	15.433333	-88.016666	Honduras	Cortes	San Pedro Sula			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	"MCZ 27461-27462, 26397"	"Caluromys derbianus (Waterhouse, 1841)"	9.365	-79.958611	Panamá		Colón			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	"MCZ 20838, 21715"	"Caluromys derbianus (Waterhouse, 1841)"	9.123994	-79.779166	Panamá	Colon/Panama	Lago Gatún			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ 19809	"Caluromys derbianus (Waterhouse, 1841)"	9.006655	-79.487024	Panamá	Panama	Panamá			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ 39768	"Caluromys derbianus (Waterhouse, 1841)"	21.766791	-100.458498	México		Tierra Nueva			GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ 10092-10093	"Caluromys derbianus (Waterhouse, 1841)"	8.401489	-82.69615	Panamá	Chiriqui Province	Alanje			GBIF.org
OCCURRENCE	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 381	"Caluromys derbianus (Waterhouse, 1841)"	18.46	-95.29	México	Veracruz	San Andrés Tuxtla			GBIF.org
OCCURRENCE	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 377	"Caluromys derbianus (Waterhouse, 1841)"	18.41	-95.11	México	Veracruz	Catemaco			GBIF.org
OCCURRENCE	Database	Instituto de Biología de la Universidad Nacional Autónoma de México	IBUNAM 14	"Caluromys derbianus (Waterhouse, 1841)"	18.58	-95.06	México	Veracruz	San Andrés Tuxtla			GBIF.org
HUMAN_OBSERVATION	Database	Conservación Internacional	"Conservation International 9508, 53913"	"Caluromys derbianus (Waterhouse, 1841)"	-1.333	-79.583	Ecuador		Vinces			GBIF.org
HUMAN_OBSERVATION	Database	Conservación Internacional	"Conservation International 17926, 56530"	"Caluromys derbianus (Waterhouse, 1841)"	-1.567	-80.717	Ecuador		Puerto López			GBIF.org
HUMAN_OBSERVATION	Database	Conservación Internacional	Conservation International 11252	"Caluromys derbianus (Waterhouse, 1841)"	-0.033	-79.967	Ecuador		Pedernales			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 17681	"Caluromys derbianus (Waterhouse, 1841)"	-9.3	-75.983	Perú	Huánuco	Leoncio Prado			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 15751	"Caluromys derbianus (Waterhouse, 1841)"	9.933	-84.183	Costa Rica	San José Province	Santa Ana			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 12634	"Caluromys derbianus (Waterhouse, 1841)"	9.918134181	-83.5497117	Costa Rica	Cartago Province	Turrialba			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 12633	"Caluromys derbianus (Waterhouse, 1841)"	9.946	-84.196	Costa Rica	San José Province	Santa Ana			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 11434	"Caluromys derbianus (Waterhouse, 1841)"	9.683	-84.283	Costa Rica	San José Province	Acosta			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 9337	"Caluromys derbianus (Waterhouse, 1841)"	10.10112489	-83.38270822	Costa Rica	Limón	Matina			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 8108	"Caluromys derbianus (Waterhouse, 1841)"	17.98970701	-91.53591868	México	Tabasco	Balancán			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	"LSUMZ 7318, 7319, 8105-8107, 8109"	"Caluromys derbianus (Waterhouse, 1841)"	17.54872472	-92.93795086	México	Tabasco	Teapa			GBIF.org
PRESERVED_SPECIMEN	Database	Louisiana State University Museum of Natural Science	LSUMZ 8104	"Caluromys derbianus (Waterhouse, 1841)"	17.81171209	-92.9219512	México	Tabasco	Centro			GBIF.org
PRESERVED_SPECIMEN			AMNH ----	"Caluromys derbianus (Waterhouse, 1841)"	17.06861	-95.02556	México	Oaxaca	Dist. Juchitan			GBIF.org
OCCURRENCE	Database		IBUNAM 5826	"Caluromys derbianus (Waterhouse, 1841)"	16.75278	-93.11667	México	Chiapas	Tuxtla Gutiérrez			GBIF.org
PRESERVED_SPECIMEN	Database		IBUNAM 34758	"Caluromys derbianus (Waterhouse, 1841)"	16.11361	-91.08583	México	Chiapas	Ocosingo			GBIF.org
PRESERVED_SPECIMEN	Database		TCWC-TAMU 18559	"Caluromys derbianus (Waterhouse, 1841)"	14.987	-88.2356	Honduras	Santa barbara	San José de Colinas			GBIF.org
PRESERVED_SPECIMEN	Database		TCWC-TAMU 10594	"Caluromys derbianus (Waterhouse, 1841)"	12.7035	-86.107	Nicaragua	Matagalpa	Ciudad Darío			GBIF.org
PRESERVED_SPECIMEN	Database		KU 114591	"Caluromys derbianus (Waterhouse, 1841)"	12.41675	-85.84	Nicaragua	Boaco	Teustepe			GBIF.org
PRESERVED_SPECIMEN	Database		KU 97390	"Caluromys derbianus (Waterhouse, 1841)"	11.27	-85.66	Nicaragua	Rivas	Lago de Nicaragua			GBIF.org
PRESERVED_SPECIMEN	Database		KU 105901	"Caluromys derbianus (Waterhouse, 1841)"	12.1743	-84.3105	Nicaragua	Atlantico sur	El Rama			GBIF.org
PRESERVED_SPECIMEN	Database		TCWC-TAMU 10592	"Caluromys derbianus (Waterhouse, 1841)"	8.2263	-81.7846	Panamá	Chiriquí	Remedios			GBIF.org
PRESERVED_SPECIMEN	Database		MSU MR.22836	"Caluromys derbianus (Waterhouse, 1841)"	8.95	-79.62123	Panamá	Panama	Arraiján			GBIF.org
PRESERVED_SPECIMEN	Database		MVZ 135232	"Caluromys derbianus (Waterhouse, 1841)"	8.96667	-79.53333	Panamá	Panama	Panamá			GBIF.org
PRESERVED_SPECIMEN	Database		NYSM 15212	"Caluromys derbianus (Waterhouse, 1841)"	9.1556	-78.8485	Panamá	Panamá	La Chorrera			GBIF.org
PRESERVED_SPECIMEN	Literature		"FMNH 69800, 69801, 69802, 69803, 69804;"	"Caluromys derbianus (Waterhouse, 1841)"	6	-77	Colombia	Chocó	Unguia			Fonseca and Astúa (2015)
PRESERVED_SPECIMEN	Database			"Caluromys derbianus (Waterhouse, 1841)"	18.025	-89.558333	México	Campeche	Champotón			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:4019-2013:4020	"Caluromys lanatus (Olfers, 1818)"	7.054083	-73.381111	Colombia	Santander	Betulia			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:1512	"Caluromys lanatus (Olfers, 1818)"	7.077306	-73.359389	Colombia	Santander	Girón			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:1467	"Caluromys lanatus (Olfers, 1818)"	7.096694	-73.384556	Colombia	Santander	Girón			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2013:961	"Caluromys lanatus (Olfers, 1818)"	7.076806	-73.398222	Colombia	Santander	Betulia	"Sogamoso, Quebrada La chafarota"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14656	"Caluromys lanatus (Olfers, 1818)"	7.091083	-73.374722	Colombia	Santander	Girón	"Sogamoso, MataCacao"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14636	"Caluromys lanatus (Olfers, 1818)"	7.083194	-73.367889	Colombia	Santander	Girón	"Sogamoso, MataCacao"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:3169	"Caluromys lanatus (Olfers, 1818)"	7.077	-73.3635	Colombia	Santander	Girón			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14550	"Caluromys lanatus (Olfers, 1818)"	7.011028	-73.397444	Colombia	Santander	Betulia	"25 de Agosto, Maquina-Resumidero"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14578	"Caluromys lanatus (Olfers, 1818)"	7.099306	-73.420306	Colombia	Santander	Betulia	La Cabezonera		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	"ISAGEN:REUBICACION-FAUNA-CHS2013:4164, 2013:4240"	"Caluromys lanatus (Olfers, 1818)"	6.991762	-73.374575	Colombia	Santander	Zapatoca			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14799	"Caluromys lanatus (Olfers, 1818)"	7.003417	-73.392583	Colombia	Santander	Betulia	"25 de Agosto, Maquina-Resumidero"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:5470	"Caluromys lanatus (Olfers, 1818)"	7.074278	-73.345	Colombia	Santander	Girón			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:6699	"Caluromys lanatus (Olfers, 1818)"	7.043306	-73.354778	Colombia	Santander	Betulia			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:6353	"Caluromys lanatus (Olfers, 1818)"	7.077583	-73.345111	Colombia	Santander	Girón			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:7655	"Caluromys lanatus (Olfers, 1818)"	7.047083	-73.35275	Colombia	Santander	Betulia			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2016:13254	"Caluromys lanatus (Olfers, 1818)"	7.071528	-73.520806	Colombia	Santander	Betulia	"La Putana, Quebrada La Putana"		GBIF.org
